assigned_to,Mathematical,Shape(s) is closed,Labeled angles (if any) match drawn angle,Applicable - Labeled angles (if any) match drawn angle,Labeled lengths and areas (if any) match visual proportions,Applicable - Labeled lengths and areas (if any) match visual proportions,Core math properties of the shape(s) are correct,Spatial,Diagram is fully in frame,Diagram elements are scaled to be readable,Labels (if any) are associated with correct elements,Applicable - Labels (if any) are associated with correct elements,Diagram elements don't problematically overlap,prompt,subcategory,image,tikz,rating_source,diagram_id
Rebecca,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,Yes,Draw an L-shaped figure made of two rectangular prisms. First prism: 8 × 3 × 2. Second prism: 4 × 5 × 2 attached to form an L-shape. Show as 3D wireframes with dimension labels.,rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-q7N0fWgsaOoBKpoPcAlgSL1BoZq1jS.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=0.3in, y=0.3in, z=(30:0.2in), scale=0.8]

% Define dimensions for first prism (8 × 3 × 2)
\def\prismOneX{8}
\def\prismOneY{3}
\def\prismOneZ{2}

% Define dimensions for second prism (4 × 5 × 2)
\def\prismTwoX{4}
\def\prismTwoY{5}
\def\prismTwoZ{2}

% First prism coordinates (horizontal part of L)
\coordinate (p1FrontBottomLeft) at (0,0,0);
\coordinate (p1FrontBottomRight) at (\prismOneX,0,0);
\coordinate (p1FrontTopLeft) at (0,0,\prismOneZ);
\coordinate (p1FrontTopRight) at (\prismOneX,0,\prismOneZ);
\coordinate (p1BackBottomLeft) at (0,\prismOneY,0);
\coordinate (p1BackBottomRight) at (\prismOneX,\prismOneY,0);
\coordinate (p1BackTopLeft) at (0,\prismOneY,\prismOneZ);
\coordinate (p1BackTopRight) at (\prismOneX,\prismOneY,\prismOneZ);

% Second prism coordinates (vertical part of L, attached at the end)
\coordinate (p2FrontBottomLeft) at (\prismOneX,0,0);
\coordinate (p2FrontBottomRight) at (\prismOneX+\prismTwoX,0,0);
\coordinate (p2FrontTopLeft) at (\prismOneX,0,\prismTwoZ);
\coordinate (p2FrontTopRight) at (\prismOneX+\prismTwoX,0,\prismTwoZ);
\coordinate (p2BackBottomLeft) at (\prismOneX,\prismTwoY,0);
\coordinate (p2BackBottomRight) at (\prismOneX+\prismTwoX,\prismTwoY,0);
\coordinate (p2BackTopLeft) at (\prismOneX,\prismTwoY,\prismTwoZ);
\coordinate (p2BackTopRight) at (\prismOneX+\prismTwoX,\prismTwoY,\prismTwoZ);

% Draw first prism wireframe
% Visible edges (solid lines)
\draw[thick] (p1FrontBottomLeft) -- (p1FrontBottomRight) -- (p1FrontTopRight) -- (p1FrontTopLeft) -- cycle;
\draw[thick] (p1BackBottomLeft) -- (p1BackBottomRight) -- (p1BackTopRight) -- (p1BackTopLeft) -- cycle;
\draw[thick] (p1FrontBottomLeft) -- (p1BackBottomLeft);
\draw[thick] (p1FrontBottomRight) -- (p1BackBottomRight);
\draw[thick] (p1FrontTopLeft) -- (p1BackTopLeft);
\draw[thick] (p1FrontTopRight) -- (p1BackTopRight);

% Draw second prism wireframe
% Visible edges (solid lines)
\draw[thick] (p2FrontBottomLeft) -- (p2FrontBottomRight) -- (p2FrontTopRight) -- (p2FrontTopLeft) -- cycle;
\draw[thick] (p2BackBottomLeft) -- (p2BackBottomRight) -- (p2BackTopRight) -- (p2BackTopLeft) -- cycle;
\draw[thick] (p2FrontBottomLeft) -- (p2BackBottomLeft);
\draw[thick] (p2FrontBottomRight) -- (p2BackBottomRight);
\draw[thick] (p2FrontTopLeft) -- (p2BackTopLeft);
\draw[thick] (p2FrontTopRight) -- (p2BackTopRight);

% Dimension labels for first prism
\node[below, font=\small] at (4,0,-0.3) {8};
\node[left, font=\small] at (-0.3,1.5,0) {3};
\node[right, font=\small] at (0,0,1) {2};

% Dimension labels for second prism
\node[below, font=\small] at (10,0,-0.3) {4};
\node[right, font=\small] at (12,2.5,0) {5};
\node[right, font=\small] at (12,0,1) {2};

\end{tikzpicture}
\end{document}",rebecca,276
Vishal,,Yes,No,N/A,No,N/A,Yes,,No,Yes,No,N/A,Yes,"rectangular prism, 6 units long, 4 units wide, 3 units high, show unit cubes",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-YwxLxG8lqWmCysFUqPB7X5y2Oge4ob.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\newcommand\Outline[5]{
\begin{scope}[scale=.25,xshift=#4 in ,yshift=#5 in]
\draw[very thick,rounded corners=.1mm] (0,0,#3)--(#1,0,#3)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (0,#2,0)--(#1,#2,0)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (#1,0,0)--(#1,#2,0)--(#1,#2,#3)--(#1,0,#3)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=(-15:1 in), y=1in, z=(30:-.75 in)]
\clip (-\THP/2,-\THP/2) rectangle (\THP/2,\THP/2);
\def\xchange{-2.5}
\def\ychange{-2}
\foreach \x in {0,...,5}{
\foreach \y in {0,...,3}{
\foreach \z in {0,...,2}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange}
}}}

\Outline{6}{4}{3}{\xchange}{\ychange}

\end{tikzpicture}

\end{document}",vishal,277
Shubhra,,Yes,No,N/A,No,,No,,No,Yes,No,,Yes,"layers of rectangular prism, showing 3 identical layers stacked",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-zcaLhCvEJzHt5UXLihQ0THc0LQXCyA.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=(-15:1 in), y=1in, z=(30:-.75 in)]
\clip (-\THP/2,-\THP/2) rectangle (\THP/2,\THP/2);
\def\xchange{-2.5}
\def\ychange{-2}

% Bottom layer (z = 0)
\foreach \x in {0,...,3}{
\foreach \y in {0,...,2}{
\Ucube{\x}{\y}{0}{\xchange}{\ychange}
}}

% Middle layer (z = 1)  
\foreach \x in {0,...,3}{
\foreach \y in {0,...,2}{
\Ucube{\x}{\y}{1}{\xchange}{\ychange}
}}

% Top layer (z = 2)
\foreach \x in {0,...,3}{
\foreach \y in {0,...,2}{
\Ucube{\x}{\y}{2}{\xchange}{\ychange}
}}

% Add layer separation lines
\draw[thick, dashed] (-1.5,-1.25) -- (1.5,-1.25);
\draw[thick, dashed] (-1.5,-0.75) -- (1.5,-0.75);

% Layer labels
\node[right] at (2,-1.5) {Layer 1};
\node[right] at (2,-1) {Layer 2};
\node[right] at (2,-0.5) {Layer 3};

\end{tikzpicture}
\end{document}",shubhra,279
Shubhra,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,stepped figure made of three rectangular prisms stacked in ascending height,rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-qJUDnMi2W3Q1tx0NcEA3NDWUigJ6YY.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\newcommand\Outline[5]{
\begin{scope}[scale=.25,xshift=#4 in ,yshift=#5 in]
\draw[very thick,rounded corners=.1mm] (0,0,#3)--(#1,0,#3)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (0,#2,0)--(#1,#2,0)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (#1,0,0)--(#1,#2,0)--(#1,#2,#3)--(#1,0,#3)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=1in, y=1in, z=(45:-.4)]
\clip (-2.5,-1.5) rectangle (2.5,2);

\def\xchange{-2}
\def\ychange{-1}

% First step (height 1) - positioned at back left
\foreach \x in {0,...,1}{
\foreach \y in {0,...,1}{
\foreach \z in {0,...,0}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}
\Outline{2}{2}{1}{\xchange}{\ychange}

% Second step (height 2) - positioned in middle
\def\xchange{-0.5}
\def\ychange{-1}
\foreach \x in {0,...,1}{
\foreach \y in {0,...,1}{
\foreach \z in {0,...,1}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}
\Outline{2}{2}{2}{\xchange}{\ychange}

% Third step (height 3) - positioned at front right
\def\xchange{1}
\def\ychange{-1}
\foreach \x in {0,...,1}{
\foreach \y in {0,...,1}{
\foreach \z in {0,...,2}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}
\Outline{2}{2}{3}{\xchange}{\ychange}

\end{tikzpicture}

\end{document}",shubhra,280
All (IRR),,Yes,No,N/A,No,,Yes,,Yes,Yes,Yes,,Yes,"rectangular prism, 8 by 6 by 4",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-oPYqSXgjjS7qiBzQVbJ3WUO3yMlsP7.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

% Adjust image size by changing \unitLength (everything adjusts automatically)
\def\unitLength{0.16in}

\begin{tikzpicture}[x=(-5:0.76*\unitLength), y={(32:1.1*\unitLength)}, z=(90:\unitLength)]

\def\dimX{8} % Dim in the x-dir
\def\dimY{6} % Dim in the y-dir
\def\dimZ{4} % Dim in the z-dir

\coordinate (frontBottomLeft) at (0,0,0);
\coordinate (frontBottomRight) at (\dimX,0,0);
\coordinate (frontTopLeft) at (0,0,\dimZ);
\coordinate (frontTopRight) at (\dimX,0,\dimZ);

\tikzstyle{toBack}=[shift={(0,\dimY,0)}]
\coordinate (backBottomLeft) at ([toBack]frontBottomLeft);
\coordinate (backBottomRight) at ([toBack]frontBottomRight);
\coordinate (backTopLeft) at ([toBack]frontTopLeft);
\coordinate (backTopRight) at ([toBack]frontTopRight);

% Solid edges
\draw (frontBottomLeft) -- (frontBottomRight) -- (frontTopRight) -- (frontTopLeft) -- cycle;
\draw (frontBottomRight) -- (backBottomRight) -- (backTopRight) -- (backTopLeft) -- (frontTopLeft);
\draw (frontTopRight) -- (backTopRight);

% dotted edges
\draw[dotted] (frontBottomLeft) -- (backBottomLeft) -- (backBottomRight);
\draw[dotted] (backBottomLeft) -- (backTopLeft);

% labels
\path (frontTopLeft)
   -- node[left, pos=0.5] {4}
      (frontBottomLeft)
   -- node[below left, pos=0.6] {8}
      (frontBottomRight)
   -- node[below right, pos=0.5] {6}
      (backBottomRight);

\end{tikzpicture}
\end{document}",irr_consensus,281
All (IRR),,Yes,No,N/A,No,,Yes,,Yes,Yes,Yes,,Yes,rectangular prism 3 by 2 by 2 with dimensions labeled,rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-ybhpRBDx92sMiUlFi1BOztY8r9fiaV.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\def\unitLength{0.2in}

\begin{tikzpicture}[x=(-5:0.76*\unitLength), y={(32:1.1*\unitLength)}, z=(90:\unitLength)]

\def\dimX{3} % Length
\def\dimY{2} % Width  
\def\dimZ{2} % Height

\coordinate (frontBottomLeft) at (0,0,0);
\coordinate (frontBottomRight) at (\dimX,0,0);
\coordinate (frontTopLeft) at (0,0,\dimZ);
\coordinate (frontTopRight) at (\dimX,0,\dimZ);

\tikzstyle{toBack}=[shift={(0,\dimY,0)}]
\coordinate (backBottomLeft) at ([toBack]frontBottomLeft);
\coordinate (backBottomRight) at ([toBack]frontBottomRight);
\coordinate (backTopLeft) at ([toBack]frontTopLeft);
\coordinate (backTopRight) at ([toBack]frontTopRight);

% Solid edges (visible)
\draw[thick] (frontBottomLeft) -- (frontBottomRight) -- (frontTopRight) -- (frontTopLeft) -- cycle;
\draw[thick] (frontBottomRight) -- (backBottomRight) -- (backTopRight) -- (backTopLeft) -- (frontTopLeft);
\draw[thick] (frontTopRight) -- (backTopRight);

% Dotted edges (hidden)
\draw[dotted, thick] (frontBottomLeft) -- (backBottomLeft) -- (backBottomRight);
\draw[dotted, thick] (backBottomLeft) -- (backTopLeft);

% Dimension labels
\path (frontTopLeft)
   -- node[left, pos=0.5] {2}
      (frontBottomLeft)
   -- node[below left, pos=0.6] {3}
      (frontBottomRight)
   -- node[below right, pos=0.5] {2}
      (backBottomRight);

\end{tikzpicture}
\end{document}",irr_consensus,282
Vishal,,Yes,No,N/A,No,,Yes,,Yes,Yes,Yes,,No,"rectangular prism figure made of 2 prisms, 6 ft × 4 ft × 1 ft bottom prism, 2 ft × 4 ft × 2 ft top prism",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-maOhSxmqybhkrztwxpucLxw48dVTGY.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\def\unitLength{0.12in}

\begin{tikzpicture}[x=(-5:0.76*\unitLength), y={(32:1.1*\unitLength)}, z=(90:\unitLength)]

% Bottom prism dimensions: 6 ft × 4 ft × 1 ft
\def\bottomX{6}
\def\bottomY{4} 
\def\bottomZ{1}

% Top prism dimensions: 2 ft × 4 ft × 2 ft
\def\topX{2}
\def\topY{4}
\def\topZ{2}

% Bottom prism coordinates
\coordinate (bottomFrontBottomLeft) at (0,0,0);
\coordinate (bottomFrontBottomRight) at (\bottomX,0,0);
\coordinate (bottomFrontTopLeft) at (0,0,\bottomZ);
\coordinate (bottomFrontTopRight) at (\bottomX,0,\bottomZ);

\tikzstyle{toBackBottom}=[shift={(0,\bottomY,0)}]
\coordinate (bottomBackBottomLeft) at ([toBackBottom]bottomFrontBottomLeft);
\coordinate (bottomBackBottomRight) at ([toBackBottom]bottomFrontBottomRight);
\coordinate (bottomBackTopLeft) at ([toBackBottom]bottomFrontTopLeft);
\coordinate (bottomBackTopRight) at ([toBackBottom]bottomFrontTopRight);

% Top prism coordinates (offset by 2 ft from left edge of bottom prism)
\coordinate (topFrontBottomLeft) at (2,0,\bottomZ);
\coordinate (topFrontBottomRight) at (4,0,\bottomZ);
\coordinate (topFrontTopLeft) at (2,0,\bottomZ+\topZ);
\coordinate (topFrontTopRight) at (4,0,\bottomZ+\topZ);

\tikzstyle{toBackTop}=[shift={(0,\topY,0)}]
\coordinate (topBackBottomLeft) at ([toBackTop]topFrontBottomLeft);
\coordinate (topBackBottomRight) at ([toBackTop]topFrontBottomRight);
\coordinate (topBackTopLeft) at ([toBackTop]topFrontTopLeft);
\coordinate (topBackTopRight) at ([toBackTop]topFrontTopRight);

% Draw bottom prism - solid edges
\draw (bottomFrontBottomLeft) -- (bottomFrontBottomRight) -- (bottomFrontTopRight) -- (bottomFrontTopLeft) -- cycle;
\draw (bottomFrontBottomRight) -- (bottomBackBottomRight) -- (bottomBackTopRight) -- (bottomBackTopLeft) -- (bottomFrontTopLeft);
\draw (bottomFrontTopRight) -- (bottomBackTopRight);

% Draw bottom prism - dotted edges
\draw[dotted] (bottomFrontBottomLeft) -- (bottomBackBottomLeft) -- (bottomBackBottomRight);
\draw[dotted] (bottomBackBottomLeft) -- (bottomBackTopLeft);

% Draw top prism - solid edges
\draw (topFrontBottomLeft) -- (topFrontBottomRight) -- (topFrontTopRight) -- (topFrontTopLeft) -- cycle;
\draw (topFrontBottomRight) -- (topBackBottomRight) -- (topBackTopRight) -- (topBackTopLeft) -- (topFrontTopLeft);
\draw (topFrontTopRight) -- (topBackTopRight);

% Draw top prism - dotted edges
\draw[dotted] (topFrontBottomLeft) -- (topBackBottomLeft) -- (topBackBottomRight);
\draw[dotted] (topBackBottomLeft) -- (topBackTopLeft);

% Labels for bottom prism
\path (bottomFrontTopLeft)
   -- node[left, pos=0.5] {1 ft}
      (bottomFrontBottomLeft)
   -- node[below left, pos=0.6] {6 ft}
      (bottomFrontBottomRight)
   -- node[below right, pos=0.5] {4 ft}
      (bottomBackBottomRight);

% Labels for top prism
\path (topFrontTopLeft)
   -- node[left, pos=0.5] {2 ft}
      (topFrontBottomLeft)
   -- node[above left, pos=0.5] {2 ft}
      (topFrontBottomRight);

\end{tikzpicture}
\end{document}",vishal,283
Rebecca,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,"rectangular prism made of unit cubes, 7 layers, 16 cubes per layer",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-dilAEcVusaf6KDAZllpM7cS7QseSfi.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\newcommand\Outline[5]{
\begin{scope}[scale=.25,xshift=#4 in ,yshift=#5 in]
\draw[very thick,rounded corners=.1mm] (0,0,#3)--(#1,0,#3)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (0,#2,0)--(#1,#2,0)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (#1,0,0)--(#1,#2,0)--(#1,#2,#3)--(#1,0,#3)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=1in,y=1in,z=(45:-.4),scale=0.6]
\clip (-\HP/2,-\HP/2) rectangle (\HP/2,1.5);
\def\xchange{-2}
\def\ychange{-1.5}

\foreach \x in {0,...,3}{
\foreach \y in {0,...,3}{
\foreach \z in {0,...,6}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange}
}}}

\Outline{4}{4}{7}{\xchange}{\ychange}

\end{tikzpicture}

\end{document}",rebecca,284
Shubhra,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,Yes,"rectangular prism, 5 units by 2 units by 6 units, outline only",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-4kr3UTQNG0yK0KtuBU1ue8mYzYZsu1.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=(-5:0.16in), y={(32:0.22in)}, z=(90:0.16in)]

\def\dimX{5} % Length: 5 units
\def\dimY{2} % Width: 2 units  
\def\dimZ{6} % Height: 6 units

\coordinate (frontBottomLeft) at (0,0,0);
\coordinate (frontBottomRight) at (\dimX,0,0);
\coordinate (frontTopLeft) at (0,0,\dimZ);
\coordinate (frontTopRight) at (\dimX,0,\dimZ);

\tikzstyle{toBack}=[shift={(0,\dimY,0)}]
\coordinate (backBottomLeft) at ([toBack]frontBottomLeft);
\coordinate (backBottomRight) at ([toBack]frontBottomRight);
\coordinate (backTopLeft) at ([toBack]frontTopLeft);
\coordinate (backTopRight) at ([toBack]frontTopRight);

% Solid edges (visible)
\draw (frontBottomLeft) -- (frontBottomRight) -- (frontTopRight) -- (frontTopLeft) -- cycle;
\draw (frontBottomRight) -- (backBottomRight) -- (backTopRight) -- (backTopLeft) -- (frontTopLeft);
\draw (frontTopRight) -- (backTopRight);

% Dotted edges (hidden)
\draw[dotted] (frontBottomLeft) -- (backBottomLeft) -- (backBottomRight);
\draw[dotted] (backBottomLeft) -- (backTopLeft);

% Dimension labels
\path (frontTopLeft)
   -- node[left, pos=0.5] {6}
      (frontBottomLeft)
   -- node[below left, pos=0.6] {5}
      (frontBottomRight)
   -- node[below right, pos=0.5] {2}
      (backBottomRight);

\end{tikzpicture}
\end{document}",shubhra,285
Rebecca,,Yes,No,N/A,No,,Yes,,Yes,Yes,No,,Yes,"3D rectangular prism figure showing two connected blocks, one 6 x 3 x 2 and another 4 x 3 x 2, same width and height",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-9UnMKQOwoE4vwYPVgxDEgTUH2CmaHE.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\def\unitLength{0.16in}

\begin{tikzpicture}[x=(-5:0.76*\unitLength), y={(32:1.1*\unitLength)}, z=(90:\unitLength)]

% First block: 6 x 3 x 2
\def\dimX{6}
\def\dimY{3} 
\def\dimZ{2}

\coordinate (frontBottomLeft) at (0,0,0);
\coordinate (frontBottomRight) at (\dimX,0,0);
\coordinate (frontTopLeft) at (0,0,\dimZ);
\coordinate (frontTopRight) at (\dimX,0,\dimZ);

\tikzstyle{toBack}=[shift={(0,\dimY,0)}]
\coordinate (backBottomLeft) at ([toBack]frontBottomLeft);
\coordinate (backBottomRight) at ([toBack]frontBottomRight);
\coordinate (backTopLeft) at ([toBack]frontTopLeft);
\coordinate (backTopRight) at ([toBack]frontTopRight);

% Solid edges for first block
\draw (frontBottomLeft) -- (frontBottomRight) -- (frontTopRight) -- (frontTopLeft) -- cycle;
\draw (frontBottomRight) -- (backBottomRight) -- (backTopRight) -- (backTopLeft) -- (frontTopLeft);
\draw (frontTopRight) -- (backTopRight);

% Dotted edges for first block
\draw[dotted] (frontBottomLeft) -- (backBottomLeft) -- (backBottomRight);
\draw[dotted] (backBottomLeft) -- (backTopLeft);

% Second block: 4 x 3 x 2 (connected to the right)
\def\dimXtwo{4}
\def\dimYtwo{3}
\def\dimZtwo{2}

\coordinate (frontBottomLeft2) at (\dimX,0,0);
\coordinate (frontBottomRight2) at (\dimX+\dimXtwo,0,0);
\coordinate (frontTopLeft2) at (\dimX,0,\dimZtwo);
\coordinate (frontTopRight2) at (\dimX+\dimXtwo,0,\dimZtwo);

\coordinate (backBottomLeft2) at ([toBack]frontBottomLeft2);
\coordinate (backBottomRight2) at ([toBack]frontBottomRight2);
\coordinate (backTopLeft2) at ([toBack]frontTopLeft2);
\coordinate (backTopRight2) at ([toBack]frontTopRight2);

% Solid edges for second block
\draw (frontBottomLeft2) -- (frontBottomRight2) -- (frontTopRight2) -- (frontTopLeft2) -- cycle;
\draw (frontBottomRight2) -- (backBottomRight2) -- (backTopRight2) -- (backTopLeft2) -- (frontTopLeft2);
\draw (frontTopRight2) -- (backTopRight2);

% Dotted edges for second block
\draw[dotted] (frontBottomLeft2) -- (backBottomLeft2) -- (backBottomRight2);
\draw[dotted] (backBottomLeft2) -- (backTopLeft2);

% Labels for dimensions
\path (frontTopLeft)
   -- node[left, pos=0.5] {$2$}
      (frontBottomLeft)
   -- node[below left, pos=0.3] {$6$}
      (frontBottomRight);

\path (frontBottomRight2)
   -- node[below left, pos=0.5] {$4$}
      (frontBottomRight);

\path (frontBottomRight)
   -- node[below right, pos=0.5] {$3$}
      (backBottomRight);

\end{tikzpicture}
\end{document}",rebecca,286
Vishal,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,"T-shaped figure made of 2 rectangular prisms, no labels or numbers",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-mN2HDlfU51EfZIG8yHlicP4fYtngNj.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=1in, y=1in, z=(45:-.5)]
\clip (-\QP/2-0.4cm,-\QP/3-0.5cm) rectangle (\QP/2+0.4cm,\QP/3+0.5cm);
\def\xchange{-2}
\def\ychange{-1}

% Vertical part of T (stem)
\foreach \x in {1,...,1}{
\foreach \y in {0,...,2}{
\foreach \z in {0,...,3}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}

% Horizontal part of T (top bar)
\foreach \x in {0,...,2}{
\foreach \y in {2,...,2}{
\foreach \z in {3,...,3}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}

\end{tikzpicture}

\end{document}",vishal,287
All (IRR),,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,"rectangular prism made of unit cubes, 2 layers, 6 cubes per layer",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-ZhlLEm8FhL4lQOtYdnoG79Tf7tuelj.svg,"\documentclass{IM}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=1in, y=1in, z=(45:-.4)]
\clip (-\QP/2,-\QP/3) rectangle (\QP/2,\QP/3);
\def\xchange{-1.5}
\def\ychange{-1}

% Bottom layer (6 cubes arranged in 3x2)
\foreach \x in {0,1,2}{
\foreach \y in {0,1}{
\Ucube{\x}{\y}{-1}{\xchange}{\ychange};
}}

% Top layer (6 cubes arranged in 3x2)
\foreach \x in {0,1,2}{
\foreach \y in {0,1}{
\Ucube{\x}{\y}{0}{\xchange}{\ychange};
}}

\end{tikzpicture}

\end{document}",irr_consensus,288
